ap_id,rssi,room_id
Vijecnici,-56,Hodnik
Novinari,-56,Hodnik
fesb-mobile,-56,Hodnik
predavaonice,-56,Hodnik
free_wifi,-65,Hodnik
Priva,-55,Hodnik
Novinari,-57,Hodnik
fesb-mobile,-57,Hodnik
predavaonice,-57,Hodnik
SDZ,-57,Hodnik
eduroam,-58,Hodnik
Vijecnici,-58,Hodnik
Konferencija,-58,Hodnik
eduroam,-59,Hodnik
Novinari,-59,Hodnik
Novinari,-53,Hodnik
Priva,-55,Hodnik
eduroam,-56,Hodnik
Vijecnici,-58,Hodnik
fesb-mobile,-59,Hodnik
eduroam,-59,Hodnik
Novinari,-59,Hodnik
predavaonice,-59,Hodnik
TP-Link_27F9,-62,Hodnik
free_wifi,-66,Hodnik
Vijecnici,-52,Hodnik
Novinari,-53,Hodnik
eduroam,-54,Hodnik
fesb-mobile,-54,Hodnik
Priva,-55,Hodnik
Vijecnici,-59,Hodnik
fesb-mobile,-59,Hodnik
eduroam,-59,Hodnik
Novinari,-59,Hodnik
TP-Link_27F9,-60,Hodnik
Priva,-53,Hodnik
eduroam,-53,Hodnik
Vijecnici,-53,Hodnik
fesb-mobile,-53,Hodnik
predavaonice,-53,Hodnik
Konferencija,-53,Hodnik
TP-Link_27F9,-54,Hodnik
Novinari,-54,Hodnik
eduroam,-59,Hodnik
Novinari,-59,Hodnik
Vijecnici,-52,Hodnik
Novinari,-53,Hodnik
fesb-mobile,-53,Hodnik
predavaonice,-53,Hodnik
SDZ,-53,Hodnik
Konferencija,-54,Hodnik
TP-Link_27F9,-55,Hodnik
Priva,-55,Hodnik
Vijecnici,-57,Hodnik
eduroam,-57,Hodnik
Novinari,-53,Hodnik
fesb-mobile,-53,Hodnik
predavaonice,-53,Hodnik
eduroam,-54,Hodnik
Vijecnici,-54,Hodnik
Konferencija,-54,Hodnik
SDZ,-54,Hodnik
Priva,-55,Hodnik
eduroam,-59,Hodnik
Novinari,-59,Hodnik
Novinari,-53,Hodnik
Konferencija,-53,Hodnik
SDZ,-53,Hodnik
eduroam,-54,Hodnik
fesb-mobile,-54,Hodnik
predavaonice,-54,Hodnik
Vijecnici,-55,Hodnik
Priva,-56,Hodnik
TP-Link_27F9,-57,Hodnik
eduroam,-59,Hodnik
TP-Link_27F9,-54,Hodnik
eduroam,-54,Hodnik
Novinari,-54,Hodnik
Vijecnici,-54,Hodnik
predavaonice,-54,Hodnik
Konferencija,-54,Hodnik
SDZ,-54,Hodnik
fesb-mobile,-55,Hodnik
Priva,-57,Hodnik
eduroam,-59,Hodnik
Vijecnici,-53,Hodnik
predavaonice,-53,Hodnik
eduroam,-54,Hodnik
Novinari,-54,Hodnik
fesb-mobile,-54,Hodnik
SDZ,-54,Hodnik
Konferencija,-55,Hodnik
Priva,-56,Hodnik
Novinari,-59,Hodnik
eduroam,-60,Hodnik
fesb-mobile,-53,Hodnik
predavaonice,-53,Hodnik
eduroam,-53,Hodnik
Novinari,-53,Hodnik
Konferencija,-53,Hodnik
SDZ,-53,Hodnik
TP-Link_27F9,-55,Hodnik
eduroam,-58,Hodnik
Priva,-58,Hodnik
Novinari,-59,Hodnik
Priva,-56,Hodnik
Novinari,-56,Hodnik
eduroam,-56,Hodnik
fesb-mobile,-59,Hodnik
eduroam,-60,Hodnik
Novinari,-60,Hodnik
Vijecnici,-61,Hodnik
free_wifi,-65,Hodnik
EMLAB,-71,Hodnik
predavaonice,-72,Hodnik
Novinari,-53,Hodnik
Vijecnici,-53,Hodnik
fesb-mobile,-53,Hodnik
predavaonice,-53,Hodnik
Konferencija,-53,Hodnik
SDZ,-53,Hodnik
eduroam,-54,Hodnik
Priva,-55,Hodnik
eduroam,-59,Hodnik
Novinari,-59,Hodnik
Novinari,-52,Hodnik
Vijecnici,-52,Hodnik
eduroam,-53,Hodnik
fesb-mobile,-53,Hodnik
predavaonice,-53,Hodnik
SDZ,-53,Hodnik
TP-Link_27F9,-54,Hodnik
Konferencija,-54,Hodnik
Priva,-58,Hodnik
eduroam,-59,Hodnik
Konferencija,-52,Hodnik
SDZ,-52,Hodnik
predavaonice,-53,Hodnik
Novinari,-53,Hodnik
Vijecnici,-53,Hodnik
fesb-mobile,-53,Hodnik
eduroam,-54,Hodnik
Priva,-56,Hodnik
eduroam,-58,Hodnik
Vijecnici,-58,Hodnik
eduroam,-52,Hodnik
Novinari,-53,Hodnik
Vijecnici,-53,Hodnik
predavaonice,-53,Hodnik
fesb-mobile,-54,Hodnik
Priva,-55,Hodnik
eduroam,-58,Hodnik
TP-Link_27F9,-61,Hodnik
free_wifi,-65,Hodnik
EMLAB,-70,Hodnik
TP-Link_27F9,-53,Hodnik
predavaonice,-53,Hodnik
Priva,-54,Hodnik
Vijecnici,-54,Hodnik
eduroam,-54,Hodnik
Novinari,-54,Hodnik
fesb-mobile,-54,Hodnik
Konferencija,-54,Hodnik
SDZ,-54,Hodnik
eduroam,-59,Hodnik
Novinari,-53,Hodnik
eduroam,-54,Hodnik
Vijecnici,-54,Hodnik
fesb-mobile,-54,Hodnik
predavaonice,-54,Hodnik
Konferencija,-54,Hodnik
SDZ,-54,Hodnik
Vijecnici,-58,Hodnik
eduroam,-59,Hodnik
Priva,-59,Hodnik
Vijecnici,-52,Hodnik
eduroam,-53,Hodnik
Novinari,-53,Hodnik
SDZ,-53,Hodnik
fesb-mobile,-53,Hodnik
predavaonice,-53,Hodnik
Konferencija,-53,Hodnik
TP-Link_27F9,-55,Hodnik
Priva,-56,Hodnik
fesb-mobile,-59,Hodnik
fesb-mobile,-52,Hodnik
TP-Link_27F9,-53,Hodnik
eduroam,-53,Hodnik
Novinari,-53,Hodnik
Vijecnici,-53,Hodnik
predavaonice,-53,Hodnik
Konferencija,-53,Hodnik
SDZ,-53,Hodnik
Priva,-55,Hodnik
fesb-mobile,-58,Hodnik
eduroam,-52,Hodnik
Novinari,-52,Hodnik
Vijecnici,-53,Hodnik
fesb-mobile,-53,Hodnik
predavaonice,-53,Hodnik
Konferencija,-53,Hodnik
SDZ,-53,Hodnik
Priva,-54,Hodnik
