ap_id,rssi,room_id
Novinari,-40,A503
Vijecnici,-40,A503
fesb-mobile,-41,A503
eduroam,-41,A503
DUMPInternship2020,-41,A503
TP-Link_27F9,-53,A503
Priva,-54,A503
Vijecnici,-37,A503
DUMPInternship2020,-37,A503
Novinari,-37,A503
fesb-mobile,-37,A503
predavaonice,-37,A503
Konferencija,-37,A503
SDZ,-37,A503
eduroam,-38,A503
Priva,-51,A503
TP-Link_27F9,-56,A503
SDZ,-37,A503
Novinari,-38,A503
DUMPInternship2020,-38,A503
fesb-mobile,-38,A503
eduroam,-39,A503
Vijecnici,-39,A503
predavaonice,-39,A503
Konferencija,-40,A503
Priva,-53,A503
free_wifi,-60,A503
eduroam,-36,A503
Novinari,-36,A503
Vijecnici,-36,A503
DUMPInternship2020,-36,A503
Priva,-53,A503
TP-Link_27F9,-55,A503
free_wifi,-59,A503
Novinari,-67,A503
fesb-mobile,-68,A503
Konferencija,-68,A503
eduroam,-36,A503
Novinari,-36,A503
SDZ,-36,A503
Vijecnici,-37,A503
DUMPInternship2020,-37,A503
fesb-mobile,-37,A503
Konferencija,-37,A503
predavaonice,-38,A503
Priva,-52,A503
TP-Link_27F9,-57,A503
fesb-mobile,-36,A503
Vijecnici,-37,A503
eduroam,-37,A503
Novinari,-37,A503
predavaonice,-37,A503
Konferencija,-37,A503
DUMPInternship2020,-38,A503
SDZ,-38,A503
Priva,-55,A503
free_wifi,-60,A503
eduroam,-38,A503
Vijecnici,-38,A503
fesb-mobile,-38,A503
predavaonice,-38,A503
Konferencija,-38,A503
SDZ,-39,A503
Novinari,-39,A503
DUMPInternship2020,-39,A503
Priva,-54,A503
TP-Link_27F9,-58,A503
predavaonice,-38,A503
Konferencija,-39,A503
Novinari,-39,A503
DUMPInternship2020,-39,A503
Vijecnici,-39,A503
eduroam,-40,A503
fesb-mobile,-40,A503
SDZ,-40,A503
Priva,-53,A503
TP-Link_27F9,-55,A503
Vijecnici,-38,A503
predavaonice,-38,A503
Konferencija,-38,A503
SDZ,-38,A503
eduroam,-39,A503
Novinari,-39,A503
DUMPInternship2020,-39,A503
fesb-mobile,-39,A503
Priva,-53,A503
TP-Link_27F9,-59,A503
eduroam,-36,A503
predavaonice,-37,A503
Vijecnici,-37,A503
DUMPInternship2020,-37,A503
SDZ,-37,A503
fesb-mobile,-38,A503
Novinari,-38,A503
Konferencija,-38,A503
Priva,-51,A503
free_wifi,-62,A503
eduroam,-37,A503
DUMPInternship2020,-37,A503
fesb-mobile,-37,A503
SDZ,-37,A503
Novinari,-38,A503
predavaonice,-38,A503
Konferencija,-38,A503
Vijecnici,-39,A503
Priva,-53,A503
TP-Link_27F9,-56,A503
SDZ,-37,A503
DUMPInternship2020,-38,A503
predavaonice,-38,A503
eduroam,-39,A503
Novinari,-39,A503
Vijecnici,-39,A503
fesb-mobile,-39,A503
Konferencija,-39,A503
Priva,-53,A503
free_wifi,-56,A503
Novinari,-39,A503
Vijecnici,-39,A503
DUMPInternship2020,-39,A503
eduroam,-40,A503
Konferencija,-40,A503
SDZ,-40,A503
fesb-mobile,-40,A503
predavaonice,-40,A503
Priva,-52,A503
free_wifi,-58,A503
SDZ,-37,A503
eduroam,-38,A503
DUMPInternship2020,-38,A503
predavaonice,-38,A503
Konferencija,-38,A503
Novinari,-39,A503
fesb-mobile,-39,A503
Vijecnici,-40,A503
Priva,-53,A503
TP-Link_27F9,-58,A503
DUMPInternship2020,-38,A503
Novinari,-38,A503
eduroam,-39,A503
Vijecnici,-40,A503
Priva,-52,A503
TP-Link_27F9,-59,A503
free_wifi,-62,A503
DUMPInternship2020,-66,A503
predavaonice,-69,A503
EMLAB,-69,A503
Novinari,-38,A503
Vijecnici,-38,A503
predavaonice,-38,A503
Konferencija,-38,A503
eduroam,-39,A503
DUMPInternship2020,-39,A503
SDZ,-39,A503
fesb-mobile,-40,A503
Priva,-51,A503
TP-Link_27F9,-56,A503
DUMPInternship2020,-38,A503
fesb-mobile,-38,A503
Konferencija,-38,A503
SDZ,-38,A503
eduroam,-39,A503
Vijecnici,-39,A503
predavaonice,-39,A503
Novinari,-40,A503
Priva,-52,A503
free_wifi,-59,A503
eduroam,-36,A503
Novinari,-36,A503
DUMPInternship2020,-36,A503
fesb-mobile,-36,A503
Konferencija,-36,A503
predavaonice,-37,A503
Vijecnici,-37,A503
SDZ,-37,A503
Priva,-51,A503
free_wifi,-62,A503
eduroam,-36,A503
Novinari,-37,A503
Vijecnici,-37,A503
DUMPInternship2020,-39,A503
Priva,-52,A503
TP-Link_27F9,-54,A503
free_wifi,-62,A503
EMLAB,-67,A503
eduroam,-70,A503
Konferencija,-72,A503
Vijecnici,-40,A503
fesb-mobile,-40,A503
eduroam,-41,A503
Novinari,-41,A503
DUMPInternship2020,-41,A503
predavaonice,-41,A503
Konferencija,-41,A503
SDZ,-41,A503
Priva,-51,A503
TP-Link_27F9,-62,A503
Konferencija,-36,A503
eduroam,-36,A503
Novinari,-36,A503
Vijecnici,-36,A503
DUMPInternship2020,-36,A503
fesb-mobile,-36,A503
SDZ,-37,A503
predavaonice,-38,A503
Priva,-52,A503
TP-Link_27F9,-56,A503
predavaonice,-36,A503
Novinari,-36,A503
DUMPInternship2020,-36,A503
fesb-mobile,-36,A503
Konferencija,-37,A503
eduroam,-38,A503
Vijecnici,-38,A503
SDZ,-38,A503
Priva,-51,A503
TP-Link_27F9,-56,A503
eduroam,-38,A503
Novinari,-38,A503
Konferencija,-38,A503
DUMPInternship2020,-38,A503
fesb-mobile,-39,A503
predavaonice,-39,A503
Vijecnici,-39,A503
SDZ,-40,A503
Priva,-51,A503
TP-Link_27F9,-58,A503
eduroam,-37,A503
Vijecnici,-37,A503
predavaonice,-37,A503
Konferencija,-37,A503
SDZ,-37,A503
Novinari,-38,A503
DUMPInternship2020,-38,A503
fesb-mobile,-38,A503
Priva,-50,A503
TP-Link_27F9,-58,A503
eduroam,-38,A503
Novinari,-38,A503
Vijecnici,-38,A503
DUMPInternship2020,-38,A503
Priva,-50,A503
TP-Link_27F9,-56,A503
free_wifi,-61,A503
predavaonice,-65,A503
Vijecnici,-66,A503
Konferencija,-66,A503
Konferencija,-37,A503
eduroam,-38,A503
Vijecnici,-38,A503
DUMPInternship2020,-38,A503
fesb-mobile,-38,A503
predavaonice,-38,A503
Novinari,-39,A503
SDZ,-39,A503
Priva,-47,A503
free_wifi,-63,A503
Novinari,-37,A503
Vijecnici,-37,A503
Konferencija,-37,A503
DUMPInternship2020,-38,A503
SDZ,-38,A503
eduroam,-39,A503
fesb-mobile,-39,A503
predavaonice,-39,A503
Priva,-48,A503
TP-Link_27F9,-58,A503
eduroam,-38,A503
Novinari,-38,A503
DUMPInternship2020,-38,A503
Vijecnici,-38,A503
fesb-mobile,-38,A503
Konferencija,-38,A503
SDZ,-38,A503
predavaonice,-39,A503
Priva,-48,A503
TP-Link_27F9,-54,A503
eduroam,-38,A503
Novinari,-38,A503
Vijecnici,-38,A503
DUMPInternship2020,-38,A503
predavaonice,-38,A503
Konferencija,-38,A503
fesb-mobile,-39,A503
SDZ,-39,A503
Priva,-50,A503
free_wifi,-58,A503
fesb-mobile,-37,A503
predavaonice,-37,A503
Konferencija,-37,A503
SDZ,-37,A503
Vijecnici,-37,A503
DUMPInternship2020,-37,A503
eduroam,-38,A503
Novinari,-38,A503
Priva,-49,A503
TP-Link_27F9,-56,A503
Novinari,-37,A503
Vijecnici,-37,A503
DUMPInternship2020,-37,A503
fesb-mobile,-37,A503
predavaonice,-37,A503
SDZ,-37,A503
eduroam,-38,A503
Konferencija,-39,A503
Priva,-47,A503
TP-Link_27F9,-57,A503
DUMPInternship2020,-36,A503
fesb-mobile,-36,A503
SDZ,-36,A503
predavaonice,-37,A503
Konferencija,-37,A503
eduroam,-38,A503
Novinari,-38,A503
Vijecnici,-39,A503
Priva,-48,A503
TP-Link_27F9,-54,A503
Novinari,-36,A503
predavaonice,-36,A503
Vijecnici,-36,A503
DUMPInternship2020,-36,A503
SDZ,-36,A503
fesb-mobile,-37,A503
eduroam,-38,A503
Konferencija,-38,A503
Priva,-46,A503
free_wifi,-64,A503
eduroam,-37,A503
Vijecnici,-37,A503
fesb-mobile,-37,A503
Konferencija,-37,A503
SDZ,-37,A503
Novinari,-38,A503
DUMPInternship2020,-38,A503
predavaonice,-38,A503
Priva,-49,A503
TP-Link_27F9,-58,A503
eduroam,-37,A503
Novinari,-37,A503
Vijecnici,-37,A503
DUMPInternship2020,-37,A503
fesb-mobile,-37,A503
Konferencija,-37,A503
predavaonice,-38,A503
SDZ,-39,A503
Priva,-47,A503
TP-Link_27F9,-57,A503
Novinari,-37,A503
DUMPInternship2020,-37,A503
predavaonice,-37,A503
eduroam,-38,A503
Vijecnici,-38,A503
fesb-mobile,-39,A503
Konferencija,-39,A503
SDZ,-39,A503
Priva,-48,A503
TP-Link_27F9,-57,A503
DUMPInternship2020,-38,A503
eduroam,-39,A503
Novinari,-39,A503
Vijecnici,-40,A503
Priva,-47,A503
TP-Link_27F9,-59,A503
free_wifi,-63,A503
eduroam,-67,A503
SDZ,-68,A503
fesb-mobile,-69,A503
eduroam,-38,A503
predavaonice,-38,A503
Konferencija,-38,A503
SDZ,-38,A503
DUMPInternship2020,-39,A503
Novinari,-39,A503
Vijecnici,-39,A503
fesb-mobile,-40,A503
Priva,-47,A503
TP-Link_27F9,-58,A503
Vijecnici,-36,A503
eduroam,-37,A503
Novinari,-37,A503
predavaonice,-37,A503
Konferencija,-37,A503
DUMPInternship2020,-38,A503
fesb-mobile,-38,A503
SDZ,-38,A503
Priva,-45,A503
TP-Link_27F9,-63,A503
eduroam,-38,A503
Vijecnici,-38,A503
predavaonice,-38,A503
SDZ,-39,A503
Novinari,-39,A503
DUMPInternship2020,-39,A503
fesb-mobile,-39,A503
Konferencija,-39,A503
Priva,-46,A503
TP-Link_27F9,-53,A503
eduroam,-38,A503
fesb-mobile,-38,A503
Konferencija,-38,A503
Vijecnici,-38,A503
Novinari,-39,A503
predavaonice,-39,A503
DUMPInternship2020,-39,A503
SDZ,-39,A503
Priva,-46,A503
TP-Link_27F9,-60,A503
predavaonice,-37,A503
Konferencija,-37,A503
eduroam,-37,A503
Novinari,-37,A503
Vijecnici,-37,A503
fesb-mobile,-38,A503
SDZ,-38,A503
Priva,-39,A503
DUMPInternship2020,-39,A503
TP-Link_27F9,-58,A503
eduroam,-38,A503
DUMPInternship2020,-38,A503
fesb-mobile,-38,A503
Konferencija,-38,A503
Novinari,-39,A503
Vijecnici,-39,A503
predavaonice,-39,A503
SDZ,-39,A503
Priva,-40,A503
TP-Link_27F9,-59,A503
Novinari,-36,A503
DUMPInternship2020,-36,A503
fesb-mobile,-36,A503
Konferencija,-36,A503
eduroam,-37,A503
SDZ,-38,A503
Vijecnici,-38,A503
predavaonice,-38,A503
Priva,-46,A503
TP-Link_27F9,-63,A503
eduroam,-37,A503
Vijecnici,-37,A503
DUMPInternship2020,-37,A503
SDZ,-37,A503
fesb-mobile,-37,A503
Novinari,-38,A503
predavaonice,-38,A503
Konferencija,-39,A503
Priva,-46,A503
free_wifi,-57,A503
fesb-mobile,-38,A503
predavaonice,-38,A503
eduroam,-38,A503
Vijecnici,-38,A503
Konferencija,-39,A503
SDZ,-39,A503
Novinari,-39,A503
DUMPInternship2020,-39,A503
Priva,-49,A503
TP-Link_27F9,-58,A503
Konferencija,-36,A503
eduroam,-37,A503
Novinari,-37,A503
Vijecnici,-37,A503
fesb-mobile,-37,A503
predavaonice,-37,A503
DUMPInternship2020,-37,A503
SDZ,-37,A503
Priva,-46,A503
free_wifi,-64,A503
eduroam,-36,A503
fesb-mobile,-36,A503
Konferencija,-36,A503
SDZ,-36,A503
Vijecnici,-37,A503
predavaonice,-37,A503
DUMPInternship2020,-38,A503
Novinari,-38,A503
Priva,-47,A503
TP-Link_27F9,-57,A503
Novinari,-36,A503
Vijecnici,-36,A503
predavaonice,-36,A503
Konferencija,-36,A503
eduroam,-37,A503
DUMPInternship2020,-37,A503
fesb-mobile,-37,A503
SDZ,-37,A503
Priva,-45,A503
TP-Link_27F9,-55,A503
fesb-mobile,-37,A503
SDZ,-37,A503
DUMPInternship2020,-38,A503
Konferencija,-38,A503
eduroam,-39,A503
Novinari,-39,A503
Vijecnici,-39,A503
predavaonice,-39,A503
Priva,-53,A503
TP-Link_27F9,-56,A503
